Epoch,Train_Loss,Train_Tar_Loss,Validation_Loss,Validation_Tar_Loss
1,0.18304815302698557,0.064650333565288,0.07256935877318414,0.015808474867672517
2,0.047190412822331766,0.004810797480402422,0.045497871935367584,0.01111143910316812
3,0.025766400577847494,0.0032224885423529624,0.02737877226514828,0.010862630914545169
4,0.020534486176991416,0.0026842900950234993,0.017151695173480454,0.0027764684721883017
5,0.01605899013515151,0.0020176726623576404,0.01939503640084472,0.002856829088406378
6,0.014287466296621603,0.0016746004023536077,0.011275170202866591,0.001273980457489903
7,0.01452986612214845,0.0016067843958815142,0.011277425095179913,0.0012371531109069628
8,0.0134208093648741,0.0014397603300968433,0.011232715658226748,0.0011855464043953017
9,0.012880337766297304,0.0013531596524226602,0.010245372169644924,0.001067955388235767
10,0.012434084021518212,0.00133898559067586,0.012666588319181804,0.001218761187910244
11,0.012152465778321537,0.001253349460641935,0.013703998653156474,0.0015460129623726898
12,0.013175005139251851,0.001430285918484743,0.013362129706124597,0.0013575762878819707
13,0.012562366829257274,0.0013524068144553768,0.009608148749831397,0.0009538225472260218
14,0.011452594442654245,0.0011962792707098996,0.010210484246236105,0.0010892783138601863
15,0.011524236710572141,0.0012365083882767537,0.01079559497017142,0.001270098485660104
16,0.011310919280918208,0.0011222778388808973,0.01058720089865244,0.0009726458404518491
17,0.01136983386701249,0.0011480064472155255,0.008961459122203438,0.0008350423613712746
18,0.01135920990300949,0.0011528806844788176,0.009725532895385825,0.0009140105474168212
19,0.011618266250414087,0.0011393785614568117,0.01046226200160404,0.000976597338634241
20,0.011080301046272308,0.0010779115900144108,0.00892174499732325,0.0008571228335861314
21,0.010106394337419378,0.0009557797170479644,0.010479837629808397,0.0009879574555686263
22,0.010038042221459145,0.0009481830229387821,0.008182137348806325,0.0007646160567601809
23,0.00989496287758756,0.0009299010489208574,0.008902981422459152,0.0008092738378836175
24,0.011141949756418005,0.0010334677841981781,0.009576342087115674,0.0009195131838741089
25,0.009852320479916075,0.000920942940367669,0.009799482677107221,0.0009503867222760983
26,0.010861545728569136,0.00101315227193101,0.00981963170069387,0.0009528029068613684
27,0.011386137459242978,0.001078414100845532,0.009374794940347013,0.0009331227048332587
28,0.010868234919320381,0.001032635851868538,0.012631815620728874,0.0013095641081585297
29,0.010924723110880575,0.001013995637916234,0.01195116211746554,0.0010283083480702626
30,0.011495418874936412,0.0010859227968121352,0.018232203825740822,0.0015798125578713486
31,0.011605035734076067,0.0010881657548825975,0.010987434303388,0.0010490540745791467
32,0.010574505544009091,0.0009913131882487035,0.009035997934614784,0.0008749789388739313
33,0.00976585245340666,0.0008971987050044361,0.008545076614862541,0.0008157468654349483
34,0.009792593219264378,0.0009200606962020541,0.008972804695799553,0.0007943079767545179
35,0.009253944542981372,0.0008351043698434566,0.009145011160127966,0.000864179180345239
36,0.010182879735917532,0.0009942647846975141,0.010387997550038707,0.0009280285481533146
37,0.009891513054269744,0.0009338378803003331,0.008711218941858076,0.0007800880344646261
38,0.009392015417301213,0.0008986820948191568,0.010138975881928245,0.0010554772532438638
39,0.010818788352397628,0.0010167988883234037,0.008953170143129513,0.0008580475121031867
40,0.009180253854963375,0.0008440051162407376,0.00820165289417896,0.000774569861187649
41,0.009274685820883331,0.000842070305211374,0.009218936486922156,0.0008719675757518248
42,0.009329648343173383,0.0008334993781387353,0.008395856045901973,0.0008183442947026096
43,0.008766409404533331,0.000775172531285178,0.008889507833831259,0.0008539358430136526
44,0.009346646445311125,0.0008411875603602803,0.0089446047771204,0.0008584590681168614
45,0.009178213215656154,0.0008256353020487431,0.009054716933975058,0.0007968329350750845
46,0.009245934940435473,0.0008656712114025693,0.008522814759577545,0.0007872195828232655
47,0.00861672902862212,0.0007767312443583227,0.008355680412137943,0.0008146968405749279
48,0.008737725875882198,0.0007862397952061926,0.008255233809302579,0.0008033700779794302
49,0.00885959910830844,0.0007896599151878422,0.008831246831571523,0.0008902837104466281
50,0.008841490800609324,0.0008021253072603573,0.012870874565822497,0.0013369249978098117
51,0.009163397548458196,0.0008351894675071454,0.010501311761974696,0.0010156636988853617
52,0.008872037723363013,0.0008282589066832082,0.008343925358826257,0.0008003881557910882
53,0.009347100627959171,0.0008457788052555252,0.00871266163299662,0.0008212971331055171
54,0.008763273751200265,0.0007893817044795445,0.00873975594842572,0.0008302290138668252
55,0.008251725801376505,0.0007253023309428634,0.008287530608277843,0.0007571806731812705
56,0.008979724250917993,0.0008236415167547188,0.007896161072313885,0.0007252874231006062
57,0.008255072588724271,0.0007286349331611278,0.008226470173712796,0.0007887361353395865
58,0.008137655205415569,0.0007135767557506871,0.008705330790569451,0.0009033881872391254
59,0.008423135465386363,0.0007461672095482736,0.00821880104840542,0.0007817167313638396
60,0.008232738525241954,0.0007366304401575655,0.00784952070144628,0.0007391437728748972
61,0.008347340452240446,0.0007422292663582102,0.008328427790374255,0.0008321356576472668
62,0.008023643368649733,0.0007050439606163077,0.008932338557236933,0.0008598370952662759
63,0.00813425845863163,0.0007085304425324635,0.008289154476350457,0.0008413831587527749
64,0.00795713022259195,0.0006979728152886026,0.009452281089573605,0.0008264380147324456
65,0.008610876164657591,0.0007876588648363077,0.00809281078839539,0.000761177940510016
66,0.007863291826084993,0.0006976436178785122,0.008568967362582091,0.0008447972609698526
67,0.007873081507430386,0.0006895307951120788,0.010233042570484789,0.0010620532557368279
68,0.008284007576241125,0.0007360092343889999,0.0073971572711397674,0.0006847200222893168
69,0.007672119011018893,0.0006633820436596552,0.0074978919147779014,0.0007172311139246757
70,0.008314600302890907,0.000752819149222441,0.008535997026186707,0.0008066325701521833
71,0.008268397644927067,0.0007466141022954264,0.008364158451236439,0.0008340086994171513
72,0.0076425072768908486,0.0006520849901132866,0.00784136085548987,0.0007663610130540767
73,0.007472418861272444,0.0006356280057017334,0.008517715666714488,0.0008741589838412239
74,0.007585083708138747,0.0006564052817774689,0.008155545901309773,0.0007961885672099642
75,0.007346676852901116,0.0006157967387902207,0.008734824400339646,0.0008983294437049629
76,0.008032040404042533,0.0007002228077438203,0.008141358080782637,0.0007563439804585712
77,0.007459060614751546,0.0006340003146691701,0.007685987062949613,0.0007219755263083201
78,0.007485261154201717,0.0006216682679929059,0.0077881908995586615,0.0007581721837782696
79,0.007306770154207718,0.0006141420807348593,0.007845812025387457,0.0007704186183573919
80,0.007558645924443499,0.0006654736620330645,0.010566846102118393,0.0011757516909493997
81,0.008010555966137537,0.0007072797734750711,0.00759266257834997,0.0007264212792313701
82,0.0073084101406680315,0.000623104796546136,0.0077341410072384684,0.0007173062642552082
83,0.008184659701131086,0.0007120719542589655,0.0074004246529487784,0.0006763866499478046
84,0.0076319280925061656,0.0006587078619218066,0.007696609715900279,0.0007253279885398964
85,0.007444446035767038,0.0006370722690958817,0.008336775387261087,0.0008661508048839855
86,0.00732135893192723,0.0006143127016642595,0.007331031667599023,0.0007017773188864936
87,0.007074920858961208,0.0005958732474836991,0.007741618237692542,0.0007611275702118966
88,0.007040570289101948,0.0005834425599307633,0.007834975705605419,0.0007705658498653427
89,0.00709939601710739,0.0005846179399792965,0.007696460092144198,0.000738244705150422
90,0.007169906214630309,0.0005922263713700505,0.0077577487022819505,0.0007811334145171352
91,0.006956672731489509,0.0005759101252256584,0.00746360408614038,0.0006796463535495707
92,0.008492941088167094,0.0007693254833283193,0.008032490457685677,0.0007777496183018157
93,0.007952352197833728,0.0006935835588889856,0.007557869580457148,0.0007002309202956689
94,0.007260327191116862,0.0006170937135911231,0.007589242905254988,0.0007156307206451369
95,0.007010432322307741,0.0005683517005509686,0.00747760354359295,0.0007167627421745087
96,0.006883316128886528,0.000571660645338866,0.007456654142310831,0.0007128043603098069
97,0.006863050109674949,0.0005661599435878939,0.007868663930574692,0.0007706614885697394
98,0.007223777239256939,0.0005953393903332532,0.008398813087591864,0.0008123171136449307
99,0.007059436414511201,0.0005719434058168875,0.0077346992472322375,0.0007347599081390549
100,0.006949766102590431,0.000562648949219523,0.007427374670430031,0.0007183138471052809
101,0.007238894508896615,0.0006243941158223579,0.007458002021264852,0.0007124044045818266
102,0.006873069465613637,0.0005689177774123054,0.007742449971199628,0.0007753956615126889
103,0.006772737266644552,0.0005658967354615527,0.007651250159509776,0.0007376440346629563
104,0.00670785262575196,0.0005483313895427328,0.007547382134265754,0.0007082603848018893
105,0.007117683613254997,0.0005900358176511755,0.008322225982286283,0.0008531574656456764
106,0.006829008666316876,0.00056436426358602,0.008455842281599214,0.0009086959336542012
107,0.006738782303492776,0.0005497791606954125,0.008910039504558242,0.0009686495233342569
108,0.00705543382203086,0.0005886897981928629,0.008383119124179052,0.0008533353636284908
109,0.007811632070215879,0.0006934014801799139,0.007812716598801363,0.0007606675889418578
110,0.007325490307197428,0.0006410332245906256,0.007804246753491215,0.0007411949927278714
111,0.006768695606421608,0.0005575972789045983,0.009764742950403088,0.0010669965253906194
112,0.006949996772247009,0.0005735009492590967,0.0076312607906709445,0.0007386008167769668
113,0.006682969184907529,0.0005452690531850257,0.0076653999615682675,0.0007634429531985283
114,0.007034309455388342,0.0005874572776146446,0.008647732276296774,0.0008987158080886753
115,0.007250703534840857,0.0006159190990950579,0.008049243507561404,0.0008006935985161405
116,0.006778167919238087,0.0005572321767739053,0.007998997735673722,0.0008068224035484087
117,0.006669371105560558,0.0005446666812189119,0.007503909994817234,0.0007281593413385933
118,0.006891681022141766,0.0005580995562411101,0.00748619540680866,0.0007227568603170857
119,0.006990283985264571,0.0005725072752688781,0.007538111727000122,0.0007252983328931046
120,0.006608234659127693,0.0005347538704473965,0.007740317513882522,0.0007480273909083512
121,0.006475239596418159,0.0005185910470818237,0.00824928783275039,0.0008332706584162633
122,0.006961586321226034,0.0005845277362809421,0.007951472315394522,0.000823607254032869
123,0.006633481933706982,0.0005366195404584282,0.008630197105115119,0.0009028949565774552
124,0.006504638247128165,0.0005237172678544119,0.007895065842362874,0.0008092126595118509
125,0.0064764329313721945,0.0005171637833401731,0.008336249277125181,0.0008653360957203476
126,0.006385719267732885,0.0005141172572787135,0.008449528312359919,0.0008965870477289998
127,0.006395954420496161,0.0005067598086625989,0.008491732590270555,0.0008534848498641544
128,0.006420994304942087,0.0005065425505601366,0.00927834913584817,0.0010599721218682886
129,0.006397899033098053,0.0005024403978595971,0.0077893337402924505,0.0007693829848114956
130,0.007604416267248756,0.000676384421267738,0.00815068373752647,0.0007476731035233913
131,0.007093314726805109,0.0006012472831675103,0.008511536705326166,0.0008697365922352225
132,0.006588773415052109,0.0005371993205484849,0.007711990354027575,0.0007858959961233858
133,0.006928165727418922,0.0005856187480874536,0.007747570621713207,0.000743987621097295
134,0.006514113930677252,0.0005190855609992264,0.0077896852737033605,0.000765179193136128
135,0.006428486371887388,0.0005153135482911038,0.007576323912281617,0.0007261123805228214
136,0.006375684724685102,0.0004996664087534192,0.007713073420504861,0.0007277408511927567
137,0.006368094098226596,0.0005068147550899174,0.007597509592722189,0.0007330197496405211
138,0.0065871743302077,0.0005530618045287837,0.008480596387703342,0.000810617230077419
139,0.006330193662679552,0.0004948393551069719,0.007790170064109643,0.0007557244676501422
140,0.006417946248163006,0.000513080654751258,0.007814390981872104,0.0007718259809632779
141,0.006423756788297071,0.0005110773086276068,0.007700156178387091,0.000703537405992007
142,0.006721891556643374,0.00056902707153586,0.008201321287062142,0.0008399937343698871
143,0.0063856678466868546,0.0005047580653798462,0.008298503073080388,0.0008479419070109417
144,0.006263608648087617,0.0004931018993374892,0.008032415568711397,0.0008127472441183212
145,0.006261661459298755,0.0004911809990261309,0.008426296170831763,0.0008788449365074364
146,0.006241963557923787,0.0004792060264157832,0.008409739754144226,0.000861819623237081
147,0.0062402197170450206,0.00048528134766629696,0.009021417347294901,0.0009805976419165322
148,0.006927855550966619,0.0005810071207173948,0.007680032098517808,0.0007638157642560561
149,0.006420743715428808,0.0005061789964101748,0.008204869110297584,0.0008387612237225731
150,0.006314169469434669,0.0004949910656842066,0.008287158254256459,0.0008528821167149827
151,0.006237052677610018,0.0004814467130595386,0.007758021371636466,0.000749575648241328
152,0.00621384759114864,0.00047690275784966114,0.008422733831916326,0.0008848257301069198
153,0.006240697574497204,0.00047795532999747034,0.008727025380974869,0.0008821866128305343
154,0.0062278647404234895,0.0004767505083535886,0.008227064426902015,0.0008315337279854676
155,0.006174351276383654,0.00047873908110178067,0.00814373464329748,0.0008217833357221688
156,0.006241331108006518,0.0004826283984031429,0.008761669612421795,0.0009450835754226782
157,0.006069490210659547,0.0004603627924971148,0.008148425351982529,0.0008188711508891903
158,0.006638503360770954,0.0005238346256755697,0.008700213473697272,0.0009218611522610083
159,0.006571006976216748,0.0005215497815493714,0.009006737637339739,0.0009750633860266742
160,0.006262238478702369,0.0004931229315857499,0.008791469040616656,0.0009414275821636813
161,0.006239754655982718,0.00047878263877419676,0.008884893142809437,0.0009503740906836435
162,0.006187009939413957,0.00048474439189852546,0.008386701429478626,0.0008086731139106356
163,0.0067591791797231016,0.0005413548527449235,0.008515507027519164,0.0008993933067617734
164,0.006303217060184071,0.00047973203872832444,0.008548516348399074,0.0009165579838206412
165,0.006175649358568706,0.00047387244477965464,0.009256652013602241,0.0010868240156887863
166,0.006134980259031171,0.0004666436857768749,0.008376462990263884,0.0008719934744506748
167,0.006148371561749098,0.00046378719965004835,0.008516766871048125,0.0008934858374202019
168,0.006062944687924174,0.00045775902538760404,0.008793388225064175,0.0009592213445892003
169,0.006072590170081124,0.00045594384283147854,0.007729305372271218,0.0007936754239844899
170,0.0060244846200223435,0.00045567502264560203,0.008255477911416466,0.0008654511191177534
171,0.00595191904846508,0.00044416375807375814,0.008528259260555273,0.0008861710331792055
172,0.006295220299620366,0.0004986960448288383,0.008503242303302745,0.0008782593059062107
173,0.006143595555004002,0.000467113197844001,0.008883578573285743,0.0009211209144509577
174,0.006175753209888652,0.0004689184406673989,0.008230702175962314,0.0008206135098589584
175,0.006531810619029086,0.0005127106082062202,0.008880933234776487,0.0009031921630148585
176,0.006064029341871662,0.0004541983223407788,0.008989687069991467,0.0008681873735121378
177,0.0059713850801761045,0.0004445484799763166,0.010334111854976772,0.0010249942594318842
178,0.005877079811308377,0.00043205335103736715,0.00963224785630622,0.001018803180104803
179,0.005933921955023032,0.0004350406900331548,0.008592195461954404,0.0007991646389501625
180,0.005882449309118517,0.00042511680674807347,0.009075651821119106,0.0007937830283143866
181,0.0061425674368517594,0.0004581340576788524,0.008956674319870819,0.0009536821000426021
182,0.0059267112006125226,0.00043935153357589,0.009285555706846695,0.0009695763652199811
183,0.00598962943710585,0.00044217444433982946,0.00828268027568347,0.000813996608870949
184,0.0059156137998410616,0.00042471052734504417,0.009144887251051649,0.0009784731885382832
185,0.005893595421955896,0.00042175473045547116,0.00895411679397849,0.0009629795772435192
186,0.0058831201358114016,0.00042631360254039767,0.008897534853760276,0.0009540021480720286
187,0.005903267939911426,0.0004364866274785243,0.00856428009316029,0.0008791864914966081
188,0.005935067698685275,0.00043336221348041023,0.009372953982369987,0.0009939799051818944
189,0.006111438095767915,0.0004604688464679858,0.0086243161499895,0.0008979846103427568
190,0.0058894343479419615,0.0004267095644972039,0.00922278208436062,0.0009948486190085725
191,0.005805982236074064,0.0004130348766201792,0.009152018118939603,0.0010341265114889302
192,0.005839194035239008,0.00041622711930839175,0.00946485186119052,0.0011428062014192319
193,0.00596954060998168,0.00043718865214972737,0.009831897118776444,0.0010123453996358563
194,0.005867723028526107,0.0004268575061007293,0.009119089547890109,0.0010149947360669886
195,0.0058127802145090165,0.0004134016756812454,0.010682134267670527,0.0013417351387852853
196,0.005836222586381345,0.0004221532957665109,0.010150342647738706,0.001159791731150722
197,0.005852480559740853,0.00042338871234185116,0.009912194478300876,0.0011510603147788614
198,0.005764555049698956,0.0004088978904247206,0.009638848600428034,0.001122246601760298
199,0.0057242347694182695,0.00039712068827414687,0.00906500477646015,0.0009370367419046338
200,0.005939837025050003,0.0004297615219918593,0.009054663958064965,0.001033042778321912
201,0.0057782451392013314,0.0004159558065122298,0.008717261347302933,0.0009478659846855401
202,0.006163441719922871,0.0004525892784671385,0.008299327638179112,0.0008381127469651771
203,0.008229952368410764,0.000785290292199053,0.0077666240984833,0.0007337111939632932
204,0.0064915885649508166,0.0005065279503137372,0.007646026566242244,0.0007000535640584934
205,0.006120771622487093,0.00045485574149100835,0.007825143582847537,0.0007547836869088501
206,0.005938462334058244,0.00042422683747970417,0.008207728164208844,0.0008417542346148745
207,0.005829783731065832,0.00041062826148638,0.00817777545018652,0.000841938075898616
208,0.005741194845796935,0.0003978766647796943,0.00816674772125749,0.0008361564346069519
209,0.005697009833565003,0.0003916615820662455,0.008419048895331606,0.0008741998928406319
210,0.005633763618370652,0.000386178990395097,0.008234615995863219,0.0008088054529789046
211,0.005627351351783473,0.0003869569701157659,0.008553382368536283,0.000936545922909709
212,0.005626483074081318,0.0003848750590317539,0.008387029130899946,0.0009280870709451076
213,0.005726509261876345,0.00038937016387718834,0.008920262037276827,0.0010425561536157454
214,0.005636810323315542,0.0003838569837482469,0.008456999491530144,0.000917933223170031
215,0.005609781756650075,0.0003840999557765488,0.008562663856844436,0.0009170242775380395
216,0.0055958876225162485,0.0003728241498246541,0.008633132069525833,0.0009382445968372211
217,0.005558636994720809,0.0003748365702847207,0.008354047499905457,0.0008856535277064174
218,0.005598166292646595,0.00038281587543879627,0.008653205740789803,0.0009968866850384387
219,0.005586472814442313,0.00037000125281033794,0.009171655141002197,0.000997611502877788
220,0.005577952097286913,0.00037318085287206277,0.010494350144232544,0.0012973574741276302
221,0.005572521230453774,0.0003757222735457133,0.008779427927875559,0.0008995194577485545
222,0.005550118871458129,0.0003745536630979417,0.00876563391339848,0.0008959297802174365
223,0.005525266110256116,0.00036393347556593016,0.009143394629304476,0.0009496856199628334
224,0.0058405263740711,0.00042470711364832217,0.00921641250714561,0.000990620885770583
225,0.005868368897190452,0.00041166973104850947,0.009137270036955296,0.001001870195941833
226,0.005607478533067631,0.00037290080865011146,0.009157523267674229,0.0010138504425509347
227,0.005538616255067374,0.00036543004562571016,0.0091066336789668,0.0010435418075487165
228,0.005539448833546314,0.0003655586974759951,0.009506961700833396,0.0011081620187356773
229,0.005648296374647025,0.0003707588237188863,0.008647023601494483,0.0009415642257559341
230,0.00551350780996448,0.00036437869163366397,0.010002383704772157,0.0011426282195460718
231,0.005396848266940748,0.000344914052853544,0.010344694430218232,0.0012610326528808239
232,0.0054346328980144215,0.0003464943129835321,0.009947408175725021,0.0011643071831219417
233,0.005521607780014607,0.00035120080617020093,0.008720193042833087,0.0008866198885945344
234,0.005541750105512205,0.00035721411249740225,0.00920364816383218,0.0010729514558518935
235,0.005428192940515823,0.00034541041028558387,0.008730925392168297,0.0009088426061180445
236,0.005542247110850287,0.0003605941001504231,0.008980630506878558,0.0009713254962270672
237,0.005438500678896224,0.00034770762107752003,0.010149496179598304,0.001233067746958017
238,0.005483560058723838,0.00035091205080107964,0.009369672584464613,0.0010729828561865879
239,0.005456799056961736,0.000346282965227202,0.008647577159433619,0.0009252451592863581
240,0.005505954514756912,0.0003502667870924953,0.00986740965741557,0.0011249052038102485
241,0.005397856301458078,0.00033893595315616034,0.009796120648870602,0.0010832004143666808
242,0.0053863365879501905,0.00033408529207043123,0.009793936806909789,0.001162058929276702
243,0.00539708922806589,0.0003343597235135511,0.009930706166643773,0.0011809364173523559
244,0.005345708432079721,0.00033556532014374703,0.010253396122685528,0.001168890060476854
245,0.005668767389288959,0.00037835856761624895,0.00951555052106053,0.0010435201663933293
246,0.005348738466616111,0.00033618599122625637,0.008857120910893804,0.0009395111400294056
247,0.005285359465803937,0.000320054042819682,0.010077067038710445,0.0011855141206340717
248,0.005318093050745787,0.0003210955182191767,0.009334306772304884,0.0010478636685493617
249,0.005382727755467362,0.0003255869748773312,0.009039271117144863,0.0009436561728539315
250,0.005300276910092951,0.00032712560799504016,0.009118259253769818,0.0010149884313774382
